code,description,level
3151.01.11,"Segundo oficial maquinista / barco",8
3151.01.12,"Superintendente técnico, marina mercante",8
3151.01.13,"Tercer oficial, maquinista / barco",8
3152,"CAPITANES, OFICIALES DE CUBIERTA Y PRÁCTICOS",4
3152.01,"Capitanes, oficiales de cubierta y prácticos",6
3152.01.01,"Capitán, altura",8
3152.01.02,"Capitán, barco",8
3152.01.03,"Capitán, barco / navegación fluvial o lacustre",8
3152.01.04,"Capitán, barco / navegación marítima",8
3152.01.05,"Capitán, buque",8
3152.01.06,"Capitán, costero",8
3152.01.07,"Capitán, embarcación",8
3152.01.08,"Capitán, embarcación pesquera",8
3152.01.09,"Capitán, embarcación turística",8
3152.01.10,"Capitán, marina mercante",8
3152.01.11,"Capitán, navío mercante",8
3152.01.12,"Capitán, panga",8
3152.01.13,"Capitán, puerto",8
3152.01.14,"Capitán, remolcador",8
3152.01.15,"Capitán, yate",8
3152.01.16,"Comandante, barco / navegación interior",8
3152.01.17,"Jefe de flota de barcos pesqueros",8
3152.01.18,"Jefe de maniobras en puerto",8
3152.01.19,"Marino mercante",8
3152.01.20,"Oficial, cubierta",8
3152.01.21,"Oficial, cubierta remolcador",8
3152.01.22,"Oficial, embarcación mercante",8
3152.01.23,"Patrón, barco / navegación interior",8
3152.01.24,"Patrón, barco / navegación marítima",8
3152.01.25,"Patrón, puerto",8
3152.01.26,"Patrón, yate",8
3152.01.27,"Piloto timonel",8
3152.01.28,"Piloto, aerodeslizador",8
3152.01.29,"Piloto, barco",8
3152.01.30,"Piloto, costero",8
3152.01.31,"Piloto, hidroplano",8
3152.01.32,"Piloto-práctico, navegación",8
3152.01.33,"Práctico, puerto",8
3152.01.34,"Práctico, rio",8
3152.01.35,"Superintendente, armamento / cubierta (buques)",8
3153,"PILOTOS DE AVIACIÓN Y AFINES",4
3153.01,"Pilotos de aviación y afines",6
3153.01.01,"Capitán de aeronave",8
3153.01.02,"Comandante de avión",8
3153.01.03,"Comandante, aeronave",8
3153.01.04,"Copiloto, aeronave",8
3153.01.05,"Copiloto, avión",8
3153.01.06,"Ingeniero de vuelo",8
3153.01.07,"Instructor, vuelo",8
3153.01.08,"Navegador de vuelo",8
3153.01.09,"Oficial mecánico, vuelo",8
3153.01.10,"Oficial navegante, aeronave",8
3153.01.11,"Piloto de avión",8
3153.01.12,"Piloto de avión excepto transportes aéreos",8
3153.01.13,"Piloto de transporte aéreo",8
3153.01.14,"Piloto rociador",8
3153.01.15,"Piloto, aeronave",8
3153.01.16,"Piloto, avioneta fumigación",8
3153.01.17,"Piloto, helicóptero",8
3153.01.18,"Piloto, hidroavión",8
3153.01.19,"Piloto, instructor",8
3153.01.20,"Piloto, pruebas / aeronáutica",8
3153.01.21,"Pulverizador, área de cultivos",8
3154,"CONTROLADORES DE TRÁFICO AÉREO",4
3154.01,"Controladores de tráfico aéreo",6
3154.01.01,"Controlador, tráfico aéreo",8
3154.01.02,"Jefe de torre de control, aeropuerto",8
3154.01.03,"Supervisor de radio, comunicación aérea",8
3155,"TÉCNICOS EN SEGURIDAD AERONÁUTICA",4
3155.01,"Técnicos en seguridad aeronáutica",6
3155.01.01,"Ingeniero, seguridad / tráfico aéreo",8
3155.01.02,"Técnico en información aeronáutica",8
3155.01.03,"Técnico, seguridad / tráfico aéreo",8
32,"PROFESIONALES DE NIVEL MEDIO DE LA SALUD",2
321,"TÉCNICOS MÉDICOS Y FARMACÉUTICOS",3
3211,"TÉCNICOS DE APARATOS DE DIAGNÓSTICO Y TRATAMIENTO MÉDICO",4
3211.01,"Técnicos de aparatos de diagnóstico y tratamiento médico",6
3211.01.01,"Asistente de técnico en radiología médica",8
3211.01.02,Ecografísta,8
3211.01.03,Mamografísta,8
3211.01.04,"Médico radioterapeuta",8
3211.01.05,"Operador, audiometría",8
3211.01.06,"Operador, electrocardiografía",8
3211.01.07,"Operador, electroencefalografía (técnico)",8
3211.01.08,"Operador, escáner",8
3211.01.09,"Operador, escáner / óptica",8
3211.01.10,"Operador, radiografía",8
3211.01.11,"Operador, rayos X (técnico)",8
3211.01.12,Radiógrafo,8
3211.01.13,"Técnico de anestesiología",8
3211.01.14,"Técnico de rayos láser",8
3211.01.15,"Técnico en medicina nuclear",8
3211.01.16,"Técnico en radiología médica",8
3211.01.17,"Técnico en resonancia magnética",8
3211.01.18,"Técnico en ultrasonido",8
3211.01.19,"Tecnólogo en medicina nuclear",8
3212,"TÉCNICOS DE LABORATORIOS MÉDICOS",4
3212.01,"Técnicos de laboratorios médicos",6
3212.01.01,"Técnico de laboratorio de patología",8
3212.01.02,"Técnico en laboratorio de análisis clínicos",8
3212.01.03,"Técnico, bacteriología",8
3212.01.04,"Técnico, bancos de sangre",8
3212.01.05,"Técnico, ciencias médicas",8
3212.01.06,"Técnico, citología",8
3212.01.07,"Técnico, patología",8
3213,"TÉCNICOS Y ASISTENTES FARMACÉUTICOS",4
3213.01,"Técnicos y asistentes farmacéuticos",6
3213.01.01,"Asistente, farmacéutico",8
3213.01.02,"Auxiliar farmacéutico",8
3213.01.03,"Técnico, farmacia",8
3213.01.04,"Técnico, farmacología",8
3214,"TÉCNICOS DE PRÓTESIS MÉDICAS Y DENTALES",4
3214.01,"Técnicos de prótesis médicas y dentales",6
3214.01.01,"Fabricante de instrumentos quirúrgicos",8
3214.01.02,Ortésico,8
3214.01.03,Protésico,8
3214.01.04,"Protésico dental",8
3214.01.05,"Técnico dental",8
3214.01.06,"Técnico mecánico de prótesis ortopédico",8
3214.01.07,"Técnico ortopédico",8
3214.01.08,"Técnico osteópata",8
3214.01.09,"Técnico prótesis",8
3214.01.10,"Técnico radio terapéutico",8
3214.01.11,"Terapeuta físico",8
322,"PROFESIONALES DE NIVEL MEDIO DE ENFERMERÍA Y PARTERÍA",3
3221,"PROFESIONALES DE NIVEL MEDIO DE ENFERMERÍA",4
3221.01,"Profesionales de nivel medio de enfermería",6
3221.01.01,"Asistente de enfermera",8
3221.01.02,"Auxiliar de cirugía (instrumentista)",8
3221.01.03,"Auxiliar de enfermería",8
3221.01.04,"Enfermera/o comunitaria",8
3221.01.05,"Enfermera/o especialista",8
3221.01.06,"Enfermera/o industrial",8
3221.01.07,"Enfermera/o intensivista",8
3221.01.08,"Enfermera/o jefe, nivel medio",8
3221.01.09,"Enfermera/o militar",8
3221.01.10,"Enfermera/o  profesional asociada",8
3221.01.11,"Enfermera/o  quirúrgica",8
3221.01.12,"Enfermera/o  religiosa",8
3221.01.13,"Enfermera/o, nivel medio",8
3221.01.14,"Enfermera/o, nivel medio / anestesia",8
3221.01.15,"Enfermera/o, nivel medio / clínica",8
3221.01.16,"Enfermera/o, nivel medio / escuela",8
3221.01.17,"Enfermera/o, nivel medio / maternidad",8
3221.01.18,"Enfermera/o, nivel medio / obstetricia",8
3221.01.19,"Enfermera/o, nivel medio / ortopedia",8
3221.01.20,"Enfermera/o, nivel medio / pediatría",8
3221.01.21,"Enfermera/o, nivel medio / psiquiatría",8
3221.01.22,"Enfermera/o, nivel medio / visitas a domicilio",8
3221.01.23,"Enfermero/o, ambulancia",8
3221.01.24,"Enfermera/o en hospital",8
3221.01.25,"Enfermera/o en salud pública",8
3221.01.26,"Enfermero/o salud ocupacional",8
3221.01.27,"Hermana, enfermera / nivel medio",8
3221.01.28,"Practicante enfermería",8
3221.01.29,"Técnico, enfermería",8
3221.01.30,"Tecnólogo, enfermería",8
3222,"PROFESIONALES DE NIVEL MEDIO DE PARTERÍA",4
3222.01,"Profesionales de nivel medio de partería",6
3222.01.01,"Asistente de partera",8
3222.01.02,"Partera profesional asociada",8
3222.01.03,"Partera tradicional",8
3222.01.04,"Partera, nivel medio",8
323,"PROFESIONALES DE NIVEL MEDIO DE MEDICINA TRADICIONAL Y ALTERNATIVA",3
3230,"PROFESIONALES DE NIVEL MEDIO DE MEDICINA TRADICIONAL Y ALTERNATIVA",4
3230.01,"Profesionales de nivel medio de medicina tradicional y alternativa",6
3230.01.01,Brujo,8
3230.01.02,Curandero,8
3230.01.03,"Curandero, aldea",8
3230.01.04,"Curandero, pueblo",8
3230.01.05,"Curandero, religioso",8
3230.01.06,"Curandero, tratamiento sin medicamento",8
3230.01.07,Herbolario,8
3230.01.08,Huesero,8
3230.01.09,"Técnico, homeopatía",8
3230.01.10,"Técnico, naturista",8
324,"TÉCNICOS Y ASISTENTES VETERINARIOS",3
3240,"TÉCNICOS Y ASISTENTES VETERINARIOS",4
3240.01,"Técnicos y asistentes veterinarios",6
3240.01.01,"Asistente veterinario",8
3240.01.02,"Enfermera/o veterinario",8
3240.01.03,"Técnico veterinario",8
3240.01.04,"Técnico veterinario, inseminación artificial",8
3240.01.05,"Vacunador, veterinario",8
3240.01.06,"Vacunador, veterinario / aves de granja",8
325,"OTROS PROFESIONALES DE NIVEL MEDIO DE LA SALUD",3
3251,"DENTISTAS AUXILIARES Y AYUDANTES DE ODONTOLOGÍA",4
3251.01,"Dentistas auxiliares y ayudantes de odontología",6
3251.01.01,"Asistente de odontólogo",8
3251.01.02,"Asistente dental",8
3251.01.03,"Ayudante, consultorio dental",8
3251.01.04,"Ayudante, dentista",8
3251.01.05,"Ayudante, odontología",8
3251.01.06,"Asistente dentista, escuelas",8
3251.01.07,"Auxiliar, dentista",8
3251.01.08,"Higienista dental",8
3251.01.09,"Higienista, profilaxia",8
3251.01.10,"Terapeuta dental",8
3252,"TÉCNICOS EN DOCUMENTACIÓN SANITARIA",4
3252.01,"Técnicos en documentación sanitaria",6
3252.01.01,"Analista de registros médicos",8
3252.01.02,"Codificador de clínica",8
3252.01.03,"Empleado de registros médicos",8
3252.01.04,"Secretario de la información de salud",8
3252.01.05,"Supervisor de la unidad de registros médicos",8
3252.01.06,"Técnico de registro de enfermedades",8
3252.01.07,"Técnico de registros médicos",8
3252.01.08,"Técnicos en documentación sanitaria",8
3253,"TRABAJADORES COMUNITARIOS DE LA SALUD",4
3253.01,"Trabajadores comunitarios de la salud",6
3253.01.01,"Auxiliar de salud comunitaria",8
3253.01.02,"Promotor de salud comunitario",8
3253.01.03,"Trabajador comunitario de salud",8
3253.01.04,"Trabajador de salud de pueblo",8
3254,"TÉCNICOS EN OPTOMETRÍA Y ÓPTICOS",4
3254.01,"Técnicos en optometría y ópticos",6
3254.01.01,"Laboratorista óptico",8
3254.01.02,Óptico,8
3254.01.03,"Óptico de dispensación",8
3254.01.04,"Óptico, anteojos",8
3254.01.05,"Óptico, lentes de contacto",8
3254.01.06,"Óptico, oftalmología",8
3254.01.07,"Técnico oculista",8
3255,"TÉCNICOS Y ASISTENTES FISIOTERAPEUTAS",4
3255.01,"Técnicos y asistentes fisioterapeutas",6
3255.01.01,"Asistente de fisioterapia",8
3255.01.02,"Técnico de fisioterapia",8
3255.01.03,"Técnico de rehabilitación física",8
3255.01.04,"Técnico, gimnasia médica",8
3255.01.05,"Técnico, readaptación profesional",8
3255.01.06,"Terapeuta de acupresión",8
3255.01.07,"Terapeuta de masajes",8
3255.01.08,"Terapeuta de shiatsu",8
3255.01.09,"Terapeuta, readaptación física",8
3255.01.10,"Terapeuta, readaptación profesional",8
3256,"PRACTICANTES Y ASISTENTES MÉDICOS",4
3256.01,"Practicantes y asistentes médicos",6
3256.01.01,"Asistente clínico",8
3256.01.02,"Asistente de oftalmología",8
3256.01.03,"Asistente medicina legal",8
3256.01.04,"Asistente médico",8
3256.01.05,"Asistente médico, planificación familiar",8
3256.01.06,"Instrumentista médico",8
3256.01.07,"Practicante de medicina",8
3257,"INSPECTORES DE LA SALUD LABORAL, MEDIOAMBIENTAL Y AFINES",4
3257.01,"Inspectores de la salud laboral, medioambiental y afines",6
3257.01.01,Higienista,8
3257.01.02,"Inspector de calidad de medicamentos",8
3257.01.03,"Inspector de higiene municipal",8
3257.01.04,"Inspector de la contaminación",8
3257.01.05,"Inspector de salud",8
3257.01.06,"Inspector de seguridad de higiene alimentaria",8
3257.01.07,"Inspector de seguridad y salud ocupacional",8
3257.01.08,"Inspector, sanidad",8
3257.01.09,"Inspector, control de calidad",8
3257.01.10,"Inspector, seguridad / productos",8
3257.01.11,"Inspector, seguridad y salud",8
3257.01.12,"Inspector, seguridad y salud / contaminación del medio ambiente",8
3257.01.13,"Inspector, seguridad y salud / cuidados a los niños",8
3257.01.14,"Inspector, seguridad y salud / electricidad",8
3257.01.15,"Inspector, seguridad y salud / establecimientos",8
3257.01.16,"Inspector, seguridad y salud / fábricas",8
3257.01.17,"Inspector, seguridad y salud / protección de los consumidores",8
3257.01.18,"Inspector, seguridad y salud / seguridad industrial",8
3257.01.19,"Inspector, seguridad y salud / tiendas y comercios",8
3257.01.20,"Inspector, seguridad y salud / trabajo",8
3257.01.21,"Inspector, seguridad y salud / tratamiento de desechos industriales",8
3257.01.22,"Inspector, seguridad y salud / vehículos",8
3257.01.23,"Inspector, vehículos / especificaciones técnicas",8
3257.01.24,"Oficial de salud ambiental",8
3257.01.25,"Revisor, tejidos",8
3257.01.26,"Revisor, telas",8
3257.01.27,"Revisor-inspector, calidad",8
3257.01.28,"Revisor-probador, máquinas",8
3257.01.29,"Técnico en proyectos reciclaje escuelas/colegios",8
3257.01.30,"Técnico en seguridad y salud ocupacional",8
3258,"AYUDANTES DE AMBULANCIAS",4
3258.01,"Ayudantes de ambulancias",6
3258.01.01,Ambulanciero,8
3258.01.02,"Ayudante, ambulancia",8
3258.01.03,Camillero,8
3258.01.04,"Oficial de ambulancia",8
3258.01.05,"Paramédico de ambulancia",8
3258.01.06,"Paramédico de emergencia",8
3258.01.07,"Técnico en emergencias médicas",8
3259,"PROFESIONALES DE LA SALUD DE NIVEL MEDIO NO CLASIFICADOS BAJO OTROS EPÍGRAFES",4
3259.01,"Profesionales de la salud de nivel medio no clasificados bajo otros epígrafes",6
3259.01.01,"Consejero Planificación familiar",8
3259.01.02,"Consejero VIH",8
3259.01.03,"Operario vacunación",8
3259.01.04,Quiropráctico,8
3259.01.05,Reflexólogo,8
3259.01.06,Socorrista,8
3259.01.07,"Técnico, ergoterapia",8
3259.01.08,"Técnico, orientación de ciegos",8
3259.01.09,"Técnico, ortofonía",8
3259.01.10,"Técnico, ortóptica",8
3259.01.11,"Técnico, terapéutica de las dislalias",8
3259.01.12,"Técnico, terapia respiratoria",8
3259.01.13,"Terapista en audición y lenguaje",8
33,"PROFESIONALES DE NIVEL MEDIO EN OPERACIONES FINANCIERAS Y ADMINISTRATIVAS",2
331,"PROFESIONALES DE NIVEL MEDIO EN FINANZAS Y MATEMÁTICAS",3
3311,"AGENTES DE BOLSA, CAMBIO Y OTROS SERVICIOS FINANCIEROS",4
3311.01,"Agentes de bolsa, cambio y otros servicios financieros",6
3311.01.01,"Agente de acciones y cuotas",8
3311.01.02,"Agente, bolsa",8
3311.01.03,"Agente, cambio",8
3311.01.04,"Agente, finanzas",8
3311.01.05,"Asesor, inversiones",8
3311.01.06,"Corredor, acciones",8
3311.01.07,"Corredor, finanzas",8
3311.01.08,"Corredor, inversiones",8
3311.01.09,"Distribuidor, divisas",8
3311.01.10,"Distribuidor, finanzas",8
3311.01.11,"Distribuidor, valores",8
3311.01.12,"Jefe cambio de monedas",8
3311.01.13,"Distribuidor, tipo de cambio",8
3311.01.14,"Oficial de inventarios",8
3312,"OFICIALES DE PRÉSTAMO Y CRÉDITOS",4
3312.01,"Oficiales de préstamo y créditos",6
3312.01.01,"Analista de créditos",8
3312.01.02,"Oficial de préstamos y créditos",8
3312.01.03,"Oficial de hipoteca",8
3312.01.04,"Profesionales de nivel medio en operaciones financieras y comerciales, no clasificados bajo otros epígrafes",8
3313,"TENEDORES DE LIBROS",4
3313.01,"Tenedores de libros",6
3313.01.01,"Auxiliar de tesorería",8
3313.01.02,"Ayudante, contable",8
3313.01.03,"Perito mercantil",8
3313.01.04,"Tenedor de libros",8
3313.01.05,Tesorero,8
3314,"PROFESIONALES DE NIVEL MEDIO DE SERVICIOS ESTADÍSTICOS, MATEMÁTICOS Y AFINES.",4
3314.01,"Profesionales de nivel medio de servicios estadísticos, matemáticos y afines",6
3314.01.01,"Asistente actuarial",8
3314.01.02,"Asistente de estadística",8
3314.01.03,"Asistente de matemáticas",8
3314.01.04,"Asistente de muestreo",8
3314.01.05,"Auxiliar actuario",8
3314.01.06,"Auxiliar estadístico",8
3314.01.07,"Auxiliar matemático",8
3314.01.08,"Matemáticos y Afines",8
3314.01.09,"Supervisor de encuestas",8
3314.01.10,"Técnico de estadística",8
3314.01.11,"Técnico de programación estadística",8
3315,TASADORES,4
3315.01,Tasadores,6
3315.01.01,"Analista siniestros",8
3315.01.02,"Avaluador bienes",8
3315.01.03,"Avaluador negocios",8
3315.01.04,Evaluador,8
3315.01.05,"Evaluador de reclamos",8
3315.01.06,"Evaluador de seguros",8
3315.01.07,"Inspector de reclamos",8
3315.01.08,"Inspector, siniestros",8
3315.01.09,Tasador,8
3315.01.10,"Tasador de bienes raíces",8
3315.01.11,"Tasador, seguros",8
3315.01.12,"Tasador, siniestros",8
332,"AGENTES COMERCIALES Y CORREDORES",3
3321,"AGENTES DE SEGUROS",4
3321.01,"Agentes de seguros",6
3321.01.01,"Agente, seguros",8
3321.01.02,"Analista coaseguros",8
3321.01.03,"Analista reaseguros",8
3321.01.04,"Analista seguros",8
3321.01.05,Asegurador,8
3321.01.06,"Asegurador, marítimo",8
3321.01.07,"Asegurador, propiedades inmuebles",8
3321.01.08,"Asistente seguros corporativos",8
3321.01.09,"Asistente seguros pago siniestros",8
3321.01.10,"Asistente seguros pólizas",8
3321.01.11,"Corredor, seguros",8
3321.01.12,"Distribuidor, seguros",8
3321.01.13,"Jefe de ventas de seguros",8
3321.01.14,"Liquidador, reclamaciones / seguros",8
3321.01.15,"Manejador póliza",8
3321.01.16,"Negociador, seguros",8
3321.01.17,"Representante ventas seguros",8
3321.01.18,"Suscriptor, seguros",8
3321.01.19,"Técnico seguros",8
3321.01.20,"Verificador, solicitudes de indemnización",8
3322,"REPRESENTANTES COMERCIALES",4
3322.01,"Representantes comerciales",6
3322.01.01,"Agente viajero",8
3322.01.02,"Agente, ventas",8
3322.01.03,"Agente, ventas / comercio",8
3322.01.04,"Agente, ventas / industria manufacturera",8
3322.01.05,"Agente, ventas / técnico",8
3322.01.06,"Asesor comercial",8
3322.01.07,"Asesor de servicio post-venta",8
3322.01.08,"Asistente turístico",8
3322.01.09,"Consejero, servicios postventa",8
3322.01.10,"Corredor, fábrica",8
3322.01.11,"Ejecutivo de ventas",8
3322.01.12,"Inspector técnico, ventas",8
3322.01.13,"Jefe de ventas comercio mayorista",8
3322.01.14,"Representante comercial",8
