"CONSECUTIVO","LETRA","CATALOG_KEY","NO. CARACTERES","NOMBRE","CODIGOX","LSEX","LINF","LSUP","TRIVIAL","ERRADICADO","N_INTER","NIN","NINMTOBS","COD_SIT_LESION","NO_CBD","CBD","NO_APH","AF_PRIN","DIA_SIS","CLAVE_PROGRAMA_SIS","COD_COMPLEMEN_MORBI","DIA_FETAL","DEF_FETAL_CM","DEF_FETAL_CBD","CLAVE_CAPITULO","CAPITULO","LISTA1","GRUPO1","LISTA5","RUBRICA_TYPE","YEAR_MODIFI","YEAR_APLICACION","VALID","PRINMORTA","PRINMORBI","LM_MORBI","LM_MORTA","LGBD165","LOMSBECK","LGBD190","NOTDIARIA","NOTSEMANAL","SISTEMA_ESPECIAL","BIRMM","CVE_CAUSA_TYPE","CAUSA_TYPE","EPI_MORTA","EDAS_E_IRAS_EN_M5","CVE_MATERNAS-SEED-EPID","EPI_MORTA_M5","EPI_MORBI","DEF_MATERNAS","ES_CAUSES","NUM_CAUSES","ES_SUIVE_MORTA","ES_SUIVE_MORB","EPI_CLAVE","EPI_CLAVE_DESC","ES_SUIVE_NOTIN","ES_SUIVE_EST_EPI","ES_SUIVE_EST_BROTE","SINAC","PRIN_SINAC","PRIN_SINAC_GRUPO","DESCRIPCION_SINAC_GRUPO","PRIN_SINAC_SUBGRUPO","DESCRIPCION_SINAC_SUBGRUPO","DAGA","ASTERISCO","PRIN_MM","PRIN_MM_GRUPO","DESCRIPCION_MM_GRUPO","PRIN_MM_SUBGRUPO","DESCRIPCION_MM_SUBGRUPO","COD_ADI_MORT"
"12878","X","X889","4","AGRESIÓN CON GASES Y VAPORES, LUGAR NO ESPECIFICADO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","NO","NO","NA","SI","NO","NO","NO","XX","CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD","102","095","NO","NO","NO","NO","SI","169","999","NO","E55","161","64","NO","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI"
"12879","X","X89","3","AGRESIÓN CON OTROS PRODUCTOS QUÍMICOS Y SUSTANCIAS NOCIVAS ESPECIFICADAS","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","NO","SI","NO","NO","NA","NO","NO","NO","NO","XX","CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD","102","095","NO","NO","NO","NO","NO","169","999","NO","NO","NO","64","NO","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO"
"12880","X","X890","4","AGRESIÓN CON OTROS PRODUCTOS QUÍMICOS Y SUSTANCIAS NOCIVAS ESPECIFICADAS, VIVIENDA","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","NO","NO","NA","SI","NO","NO","NO","XX","CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD","102","095","NO","NO","NO","NO","SI","169","999","NO","E55","161","64","NO","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI"
"12881","X","X891","4","AGRESIÓN CON OTROS PRODUCTOS QUÍMICOS Y SUSTANCIAS NOCIVAS ESPECIFICADAS, INSTITUCIÓN RESIDENCIAL","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","NO","NO","NA","SI","NO","NO","NO","XX","CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD","102","095","NO","NO","NO","NO","SI","169","999","NO","E55","161","64","NO","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI"
"12882","X","X892","4","AGRESIÓN CON OTROS PRODUCTOS QUÍMICOS Y SUSTANCIAS NOCIVAS ESPECIFICADAS, ESCUELAS, OTRAS INSTITUCIONES Y ÁREAS ADMINISTRATIVAS PÚBLICAS","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","NO","NO","NA","SI","NO","NO","NO","XX","CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD","102","095","NO","NO","NO","NO","SI","169","999","NO","E55","161","64","NO","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI"
"12883","X","X893","4","AGRESIÓN CON OTROS PRODUCTOS QUÍMICOS Y SUSTANCIAS NOCIVAS ESPECIFICADAS, ÁREAS DE DEPORTE Y ATLETISMO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","NO","NO","NA","SI","NO","NO","NO","XX","CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD","102","095","NO","NO","NO","NO","SI","169","999","NO","E55","161","64","NO","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI"
"12884","X","X894","4","AGRESIÓN CON OTROS PRODUCTOS QUÍMICOS Y SUSTANCIAS NOCIVAS ESPECIFICADAS, CALLES Y CARRETERAS","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","NO","NO","NA","SI","NO","NO","NO","XX","CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD","102","095","NO","NO","NO","NO","SI","169","999","NO","E55","161","64","NO","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI"
"12885","X","X895","4","AGRESIÓN CON OTROS PRODUCTOS QUÍMICOS Y SUSTANCIAS NOCIVAS ESPECIFICADAS, COMERCIO Y ÁREA DE SERVICIOS","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","NO","NO","NA","SI","NO","NO","NO","XX","CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD","102","095","NO","NO","NO","NO","SI","169","999","NO","E55","161","64","NO","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI"
"12886","X","X896","4","AGRESIÓN CON OTROS PRODUCTOS QUÍMICOS Y SUSTANCIAS NOCIVAS ESPECIFICADAS, ÁREA INDUSTRIAL Y DE LA CONSTRUCCIÓN","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","NO","NO","NA","SI","NO","NO","NO","XX","CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD","102","095","NO","NO","NO","NO","SI","169","999","NO","E55","161","64","NO","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI"
"12887","X","X897","4","AGRESIÓN CON OTROS PRODUCTOS QUÍMICOS Y SUSTANCIAS NOCIVAS ESPECIFICADAS, GRANJA","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","NO","NO","NA","SI","NO","NO","NO","XX","CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD","102","095","NO","NO","NO","NO","SI","169","999","NO","E55","161","64","NO","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI"
"12888","X","X898","4","AGRESIÓN CON OTROS PRODUCTOS QUÍMICOS Y SUSTANCIAS NOCIVAS ESPECIFICADAS, OTRO LUGAR ESPECIFICADO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","NO","NO","NA","SI","NO","NO","NO","XX","CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD","102","095","NO","NO","NO","NO","SI","169","999","NO","E55","161","64","NO","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI"
"12889","X","X899","4","AGRESIÓN CON OTROS PRODUCTOS QUÍMICOS Y SUSTANCIAS NOCIVAS ESPECIFICADAS, LUGAR NO ESPECIFICADO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","NO","NO","NA","SI","NO","NO","NO","XX","CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD","102","095","NO","NO","NO","NO","SI","169","999","NO","E55","161","64","NO","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI"
"12890","X","X90","3","AGRESIÓN CON PRODUCTOS QUÍMICOS Y SUSTANCIAS NOCIVAS NO ESPECIFICADAS","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","NO","SI","NO","NO","NA","NO","NO","NO","NO","XX","CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD","102","095","NO","NO","NO","NO","NO","169","999","NO","NO","NO","64","NO","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO"
"12891","X","X900","4","AGRESIÓN CON PRODUCTOS QUÍMICOS Y SUSTANCIAS NOCIVAS NO ESPECIFICADAS, VIVIENDA","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","NO","NO","NA","SI","NO","NO","NO","XX","CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD","102","095","NO","NO","NO","NO","SI","169","999","NO","E55","161","64","NO","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI"
"12892","X","X901","4","AGRESIÓN CON PRODUCTOS QUÍMICOS Y SUSTANCIAS NOCIVAS NO ESPECIFICADAS, INSTITUCIÓN RESIDENCIAL","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","NO","NO","NA","SI","NO","NO","NO","XX","CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD","102","095","NO","NO","NO","NO","SI","169","999","NO","E55","161","64","NO","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI"
"12893","X","X902","4","AGRESIÓN CON PRODUCTOS QUÍMICOS Y SUSTANCIAS NOCIVAS NO ESPECIFICADAS, ESCUELAS, OTRAS INSTITUCIONES Y ÁREAS ADMINISTRATIVAS PÚBLICAS","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","NO","NO","NA","SI","NO","NO","NO","XX","CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD","102","095","NO","NO","NO","NO","SI","169","999","NO","E55","161","64","NO","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI"
"12894","X","X903","4","AGRESIÓN CON PRODUCTOS QUÍMICOS Y SUSTANCIAS NOCIVAS NO ESPECIFICADAS, ÁREAS DE DEPORTE Y ATLETISMO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","NO","NO","NA","SI","NO","NO","NO","XX","CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD","102","095","NO","NO","NO","NO","SI","169","999","NO","E55","161","64","NO","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI"
"12895","X","X904","4","AGRESIÓN CON PRODUCTOS QUÍMICOS Y SUSTANCIAS NOCIVAS NO ESPECIFICADAS, CALLES Y CARRETERAS","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","NO","NO","NA","SI","NO","NO","NO","XX","CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD","102","095","NO","NO","NO","NO","SI","169","999","NO","E55","161","64","NO","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI"
"12896","X","X905","4","AGRESIÓN CON PRODUCTOS QUÍMICOS Y SUSTANCIAS NOCIVAS NO ESPECIFICADAS, COMERCIO Y ÁREA DE SERVICIOS","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","NO","NO","NA","SI","NO","NO","NO","XX","CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD","102","095","NO","NO","NO","NO","SI","169","999","NO","E55","161","64","NO","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI"
"12897","X","X906","4","AGRESIÓN CON PRODUCTOS QUÍMICOS Y SUSTANCIAS NOCIVAS NO ESPECIFICADAS, ÁREA INDUSTRIAL Y DE LA CONSTRUCCIÓN","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","NO","NO","NA","SI","NO","NO","NO","XX","CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD","102","095","NO","NO","NO","NO","SI","169","999","NO","E55","161","64","NO","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI"
"12898","X","X907","4","AGRESIÓN CON PRODUCTOS QUÍMICOS Y SUSTANCIAS NOCIVAS NO ESPECIFICADAS, GRANJA","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","NO","NO","NA","SI","NO","NO","NO","XX","CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD","102","095","NO","NO","NO","NO","SI","169","999","NO","E55","161","64","NO","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI"
"12899","X","X908","4","AGRESIÓN CON PRODUCTOS QUÍMICOS Y SUSTANCIAS NOCIVAS NO ESPECIFICADAS, OTRO LUGAR ESPECIFICADO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","NO","NO","NA","SI","NO","NO","NO","XX","CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD","102","095","NO","NO","NO","NO","SI","169","999","NO","E55","161","64","NO","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI"
"12900","X","X909","4","AGRESIÓN CON PRODUCTOS QUÍMICOS Y SUSTANCIAS NOCIVAS NO ESPECIFICADAS, LUGAR NO ESPECIFICADO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","NO","NO","NA","SI","NO","NO","NO","XX","CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD","102","095","NO","NO","NO","NO","SI","169","999","NO","E55","161","64","NO","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI"
"12901","X","X91","3","AGRESIÓN POR AHORCAMIENTO, ESTRANGULAMIENTO Y SOFOCACIÓN","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","NO","SI","NO","NO","NA","NO","NO","NO","NO","XX","CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD","102","095","NO","NO","NO","NO","NO","169","999","NO","NO","NO","64","NO","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO"
"12902","X","X910","4","AGRESIÓN POR AHORCAMIENTO, ESTRANGULAMIENTO Y SOFOCACIÓN, VIVIENDA","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","NO","NO","NA","SI","NO","NO","NO","XX","CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD","102","095","NO","NO","NO","NO","SI","169","999","NO","E55","161","64","NO","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI"
"12903","X","X911","4","AGRESIÓN POR AHORCAMIENTO, ESTRANGULAMIENTO Y SOFOCACIÓN, INSTITUCIÓN RESIDENCIAL","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","NO","NO","NA","SI","NO","NO","NO","XX","CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD","102","095","NO","NO","NO","NO","SI","169","999","NO","E55","161","64","NO","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI"
"12904","X","X912","4","AGRESIÓN POR AHORCAMIENTO, ESTRANGULAMIENTO Y SOFOCACIÓN, ESCUELAS, OTRAS INSTITUCIONES Y ÁREAS ADMINISTRATIVAS PÚBLICAS","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","NO","NO","NA","SI","NO","NO","NO","XX","CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD","102","095","NO","NO","NO","NO","SI","169","999","NO","E55","161","64","NO","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI"
"12905","X","X913","4","AGRESIÓN POR AHORCAMIENTO, ESTRANGULAMIENTO Y SOFOCACIÓN, ÁREAS DE DEPORTE Y ATLETISMO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","NO","NO","NA","SI","NO","NO","NO","XX","CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD","102","095","NO","NO","NO","NO","SI","169","999","NO","E55","161","64","NO","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI"
"12906","X","X914","4","AGRESIÓN POR AHORCAMIENTO, ESTRANGULAMIENTO Y SOFOCACIÓN, CALLES Y CARRETERAS","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","NO","NO","NA","SI","NO","NO","NO","XX","CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD","102","095","NO","NO","NO","NO","SI","169","999","NO","E55","161","64","NO","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI"
"12907","X","X915","4","AGRESIÓN POR AHORCAMIENTO, ESTRANGULAMIENTO Y SOFOCACIÓN, COMERCIO Y ÁREA DE SERVICIOS","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","NO","NO","NA","SI","NO","NO","NO","XX","CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD","102","095","NO","NO","NO","NO","SI","169","999","NO","E55","161","64","NO","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI"
"12908","X","X916","4","AGRESIÓN POR AHORCAMIENTO, ESTRANGULAMIENTO Y SOFOCACIÓN, ÁREA INDUSTRIAL Y DE LA CONSTRUCCIÓN","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","NO","NO","NA","SI","NO","NO","NO","XX","CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD","102","095","NO","NO","NO","NO","SI","169","999","NO","E55","161","64","NO","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI"
"12909","X","X917","4","AGRESIÓN POR AHORCAMIENTO, ESTRANGULAMIENTO Y SOFOCACIÓN, GRANJA","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","NO","NO","NA","SI","NO","NO","NO","XX","CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD","102","095","NO","NO","NO","NO","SI","169","999","NO","E55","161","64","NO","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI"
"12910","X","X918","4","AGRESIÓN POR AHORCAMIENTO, ESTRANGULAMIENTO Y SOFOCACIÓN, OTRO LUGAR ESPECIFICADO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","NO","NO","NA","SI","NO","NO","NO","XX","CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD","102","095","NO","NO","NO","NO","SI","169","999","NO","E55","161","64","NO","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI"
"12911","X","X919","4","AGRESIÓN POR AHORCAMIENTO, ESTRANGULAMIENTO Y SOFOCACIÓN, LUGAR NO ESPECIFICADO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","NO","NO","NA","SI","NO","NO","NO","XX","CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD","102","095","NO","NO","NO","NO","SI","169","999","NO","E55","161","64","NO","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI"
"12912","X","X92","3","AGRESIÓN POR AHOGAMIENTO Y SUMERSIÓN","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","NO","SI","NO","NO","NA","NO","NO","NO","NO","XX","CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD","102","095","NO","NO","NO","NO","NO","169","999","NO","NO","NO","64","NO","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO"
"12913","X","X920","4","AGRESIÓN POR AHOGAMIENTO Y SUMERSIÓN, VIVIENDA","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","NO","NO","NA","SI","NO","NO","NO","XX","CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD","102","095","NO","NO","NO","NO","SI","169","999","NO","E55","161","64","NO","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI"
"12914","X","X921","4","AGRESIÓN POR AHOGAMIENTO Y SUMERSIÓN, INSTITUCIÓN RESIDENCIAL","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","NO","NO","NA","SI","NO","NO","NO","XX","CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD","102","095","NO","NO","NO","NO","SI","169","999","NO","E55","161","64","NO","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI"
"12915","X","X922","4","AGRESIÓN POR AHOGAMIENTO Y SUMERSIÓN, ESCUELAS, OTRAS INSTITUCIONES Y ÁREAS ADMINISTRATIVAS PÚBLICAS","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","NO","NO","NA","SI","NO","NO","NO","XX","CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD","102","095","NO","NO","NO","NO","SI","169","999","NO","E55","161","64","NO","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI"
